index,target_x,target_y,target_z,actual_x,actual_y,actual_z,targeting_error_mm,angular_error_deg,exp_R00,exp_R01,exp_R02,exp_R10,exp_R11,exp_R12,exp_R20,exp_R21,exp_R22,act_R00,act_R01,act_R02,act_R10,act_R11,act_R12,act_R20,act_R21,act_R22,F_OM1_x,F_OM1_y,F_OM1_z,F_OM1_R00,F_OM1_R01,F_OM1_R02,F_OM1_R10,F_OM1_R11,F_OM1_R12,F_OM1_R20,F_OM1_R21,F_OM1_R22,F_OM2_x,F_OM2_y,F_OM2_z,F_OM2_R00,F_OM2_R01,F_OM2_R02,F_OM2_R10,F_OM2_R11,F_OM2_R12,F_OM2_R20,F_OM2_R21,F_OM2_R22
3,-0.00000000,405.00000000,-115.00000000,16.01582230,414.60024506,-113.06523554,18.77270845,7.56117132,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99329070,0.02358615,-0.11321350,-0.03132392,0.99725701,-0.06706180,0.11132123,0.07015815,0.99130494,63.05554581,-132.38362122,1073.61682129,-0.97714108,0.20889223,0.03948893,0.00196445,0.19461405,-0.98087794,-0.21258287,-0.95837855,-0.19057573,136.54574585,45.39646912,727.31890869,0.97273248,-0.18804270,0.13576244,0.11333734,-0.12530997,-0.98562270,0.20235154,0.97413415,-0.10058083
3,40.00000000,405.00000000,-115.00000000,55.19301253,410.49055121,-114.32862924,16.16862768,7.25072624,0.98372585,0.17967595,-0.00000000,-0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97511407,0.18647020,-0.11992276,-0.19234594,0.98053827,-0.03934267,0.11025261,0.06143026,0.99200335,63.03297043,-132.41410828,1073.71362305,-0.97710669,0.20909183,0.03928256,0.00200767,0.19369596,-0.98105955,-0.21274042,-0.95852101,-0.18968141,102.05430603,46.00363541,720.42974854,0.98867744,-0.02523440,0.14791954,0.14346330,-0.13003393,-0.98107564,0.04399142,0.99118841,-0.12494139
3,-40.00000000,405.00000000,-115.00000000,-20.27487288,410.09115041,-115.77881603,20.38644173,8.03053811,0.98372585,-0.17967595,-0.00000000,0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97521208,-0.17633651,-0.13366691,0.17239329,0.98419061,-0.04061384,0.13871541,0.01656385,0.99019375,63.03537369,-132.40252686,1073.68017578,-0.97720832,0.20858407,0.03945309,0.00188578,0.19437410,-0.98092568,-0.21227412,-0.95849437,-0.19033733,170.24404907,46.80152512,736.05151367,0.91155416,-0.37825748,0.16121522,0.10072169,-0.17472072,-0.97945279,0.39865300,0.90906215,-0.12116867
3,0.00000000,435.00000000,-115.00000000,21.26164999,435.89088723,-117.14937898,21.38857804,9.63227966,1.00000000,0.00000000,-0.00000000,-0.00000000,1.00000000,-0.00000000,0.00000000,0.00000000,1.00000000,0.98537399,-0.03502029,-0.16676823,0.03321049,0.99935545,-0.01362953,0.16713807,0.00789173,0.98590193,63.02799988,-132.42565918,1073.75268555,-0.97711998,0.20902129,0.03932688,0.00193628,0.19363791,-0.98107117,-0.21267992,-0.95854813,-0.18961219,142.31404114,53.82359314,701.42028809,0.94931394,-0.24341594,0.19887616,0.15563557,-0.18570293,-0.97020203,0.27309453,0.95197850,-0.13840620
3,5.00000000,375.00000000,-115.00000000,15.08477437,385.52014130,-112.11352934,14.85623640,5.89936401,0.99965025,0.02644577,0.00000000,-0.02644577,0.99965025,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99583822,0.05610872,-0.07181993,-0.06138678,0.99540231,-0.07352488,0.06736434,0.07762769,0.99470396,63.06273651,-132.37977600,1073.58764648,-0.97716588,0.20875590,0.03959624,0.00192977,0.19506624,-0.98078817,-0.21246921,-0.95831633,-0.19101493,126.95843506,38.56718826,754.98718262,0.98324656,-0.15604234,0.09421776,0.07612289,-0.11814135,-0.99007469,0.16562459,0.98065966,-0.10428368
3,-0.00000000,425.00000000,-115.00000000,19.00233791,427.63995434,-116.17537234,19.22081437,8.49075221,1.00000000,0.00000000,0.00000000,-0.00000000,1.00000000,0.00000000,-0.00000000,-0.00000000,1.00000000,0.98920221,-0.01959967,-0.14524083,0.01590410,0.99952067,-0.02656215,0.14569180,0.02396541,0.98903971,63.03010178,-132.42901611,1073.73742676,-0.97712588,0.20899384,0.03932707,0.00197436,0.19383499,-0.98103213,-0.21265264,-0.95851427,-0.18981381,140.25704956,50.97604752,710.64453125,0.95752156,-0.22898749,0.17526327,0.13789253,-0.17019254,-0.97571522,0.25325507,0.95843583,-0.13138735
3,-0.00000000,420.00000000,-10.00000000,6.17398412,422.01226501,-12.12493349,6.83246901,5.15367268,1.00000000,0.00000000,0.00000000,0.00000000,0.90630779,-0.42261826,-0.00000000,0.42261826,0.90630779,0.99560136,0.02664537,-0.08982179,-0.06226513,0.90453397,-0.42183092,0.07000702,0.42556823,0.90221437,63.06087494,-132.38967896,1073.60607910,-0.97710401,0.20905308,0.03955510,0.00198840,0.19487646,-0.98082578,-0.21275301,-0.95829010,-0.19083025,136.92857361,36.21957016,724.58575439,0.98305362,-0.17989372,0.03526734,0.07881905,0.24108292,-0.96729863,0.16550858,0.95368618,0.25117648
3,-0.00000000,420.00000000,-10.00000000,4.99059298,419.69947463,-12.36125299,5.52918163,12.07375415,0.90377277,0.06773915,0.42261826,-0.07474188,0.99720291,-0.00000000,-0.42143616,-0.03158728,0.90630779,0.97234174,0.06541124,0.22421629,-0.06355925,0.99785806,-0.01547539,-0.22474830,0.00079636,0.97441650,63.01943970,-132.43927002,1073.77758789,-0.97712117,0.20902401,0.03928350,0.00198786,0.19367163,-0.98106438,-0.21267411,-0.95854068,-0.18965617,134.15705872,50.45861816,714.40679932,0.97220999,-0.14469287,-0.18404272,-0.21011582,-0.19260556,-0.95851678,0.10324289,0.97054988,-0.21765530
3,-0.00000000,420.00000000,-10.00000000,5.50793426,420.88502365,-8.11999468,5.88685202,9.21788048,1.00000000,-0.00000000,0.00000000,0.00000000,0.90630779,0.42261826,-0.00000000,-0.42261826,0.90630779,0.98952185,0.07563118,-0.12298960,-0.03197594,0.94546814,0.32414114,0.14079793,-0.31681203,0.93797976,63.02896500,-132.42648315,1073.72729492,-0.97715849,0.20883636,0.03935343,0.00194262,0.19395243,-0.98100901,-0.21250305,-0.95852482,-0.18992794,136.07121277,59.91153336,716.12658691,0.96805650,-0.11107683,0.22478551,0.14240359,-0.49431822,-0.85753757,0.20636813,0.86215508,-0.46271023
3,0.00000000,420.00000000,-10.00000000,7.01222885,420.04728316,-11.34522878,7.14025417,2.02217190,0.90377277,-0.06773915,-0.42261826,0.07474188,0.99720291,-0.00000000,0.42143616,-0.03158728,0.90630779,0.89081295,0.00707733,-0.45431502,-0.00857879,0.99996241,-0.00124370,0.45428917,0.00500537,0.89084021,63.02107239,-132.43583679,1073.76403809,-0.97717482,0.20877339,0.03928139,0.00193176,0.19363360,-0.98107201,-0.21242793,-0.95860296,-0.18961717,140.94093323,50.68032074,715.35791016,0.85442591,-0.20204638,0.47867900,0.44563070,-0.18872936,-0.87509686,0.26715094,0.96101952,-0.07121719
4,-0.00000000,405.00000000,-115.00000000,15.98548730,414.63780855,-113.08086703,18.76449384,7.55158642,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99332624,0.02329630,-0.11296146,-0.03102612,0.99725964,-0.06716087,0.11108730,0.07021740,0.99132694,63.05629730,-132.40446472,1073.63537598,-0.97712862,0.20895098,0.03948629,0.00197458,0.19459490,-0.98088169,-0.21264002,-0.95836961,-0.19055684,136.56855774,45.38764954,727.31567383,0.97270399,-0.18838751,0.13548836,0.11303963,-0.12523268,-0.98566669,0.20265487,0.97407746,-0.10051907
4,40.00000000,405.00000000,-115.00000000,55.25500005,410.59833099,-114.24377177,16.26739738,7.26835262,0.98372585,0.17967595,-0.00000000,-0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97520058,0.18592825,-0.12006080,-0.19187149,0.98060873,-0.03989927,0.11031425,0.06194604,0.99196448,63.03785706,-132.42979431,1073.73364258,-0.97706032,0.20929551,0.03935190,0.00203519,0.19395098,-0.98100913,-0.21295315,-0.95842499,-0.18992776,102.08772278,46.01969147,720.44158936,0.98864651,-0.02601159,0.14799158,0.14344823,-0.12979878,-0.98110902,0.04472933,0.99119914,-0.12459380
4,-40.00000000,405.00000000,-115.00000000,-20.27420278,410.05242989,-115.85467119,20.38049525,8.01186903,0.98372585,-0.17967595,-0.00000000,0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97531694,-0.17592707,-0.13344122,0.17203548,0.98426829,-0.04024477,0.13842211,0.01629476,0.99023922,63.03590775,-132.42369080,1073.70117188,-0.97720325,0.20861353,0.03942386,0.00188722,0.19422165,-0.98095584,-0.21229763,-0.95851880,-0.19018771,170.23751831,46.79037857,736.05206299,0.91173679,-0.37789059,0.16104265,0.10053233,-0.17484975,-0.97944921,0.39828292,0.90918988,-0.12142672
4,0.00000000,435.00000000,-115.00000000,21.23633284,435.91446547,-117.11361354,21.36083897,9.62892577,1.00000000,0.00000000,-0.00000000,-0.00000000,1.00000000,-0.00000000,0.00000000,0.00000000,1.00000000,0.98537728,-0.03518275,-0.16671482,0.03338446,0.99935034,-0.01357769,0.16708421,0.00781346,0.98591172,63.02732849,-132.44398499,1073.77038574,-0.97712564,0.20899227,0.03934095,0.00194611,0.19377188,-0.98104471,-0.21265393,-0.95852733,-0.18974620,142.32312012,53.82534027,701.42846680,0.94928706,-0.24354187,0.19885039,0.15553045,-0.18591218,-0.97017884,0.27324787,0.95190549,-0.13860585
4,5.00000000,375.00000000,-115.00000000,15.03480492,385.62525182,-112.01915238,14.91572119,5.92324467,0.99965025,0.02644577,0.00000000,-0.02644577,0.99965025,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99585279,0.05584280,-0.07182469,-0.06116021,0.99537371,-0.07409875,0.06735452,0.07818427,0.99466103,63.06591034,-132.39407349,1073.57824707,-0.97718990,0.20863421,0.03964455,0.00190859,0.19529937,-0.98074180,-0.21235885,-0.95829535,-0.19124277,126.96873474,38.56007385,754.96911621,0.98322713,-0.15619956,0.09415971,0.07610127,-0.11782386,-0.99011421,0.16574967,0.98067284,-0.10396063
4,-0.00000000,425.00000000,-115.00000000,19.03573082,427.65962669,-116.14862664,19.25492158,8.52679286,1.00000000,0.00000000,0.00000000,-0.00000000,1.00000000,0.00000000,-0.00000000,-0.00000000,1.00000000,0.98908703,-0.02075319,-0.14586347,0.01704655,0.99950034,-0.02661584,0.14634295,0.02383889,0.98894664,63.02976990,-132.44262695,1073.73901367,-0.97711486,0.20903896,0.03936112,0.00196081,0.19388755,-0.98102182,-0.21270341,-0.95849377,-0.18986028,140.29371643,50.96716690,710.64660645,0.95712799,-0.23015109,0.17588766,0.13832110,-0.17036350,-0.97562468,0.25450590,0.95812666,-0.13122492
4,-0.00000000,420.00000000,-10.00000000,6.05125207,422.02296229,-12.15896552,6.73581177,5.15011860,1.00000000,0.00000000,0.00000000,0.00000000,0.90630779,-0.42261826,-0.00000000,0.42261826,0.90630779,0.99562450,0.02597121,-0.08976245,-0.06160887,0.90468852,-0.42159575,0.07025771,0.42528123,0.90233017,63.06258774,-132.40615845,1073.61230469,-0.97715563,0.20881476,0.03953773,0.00196424,0.19490378,-0.98082042,-0.21251583,-0.95833653,-0.19086149,136.94821167,36.23957825,724.58892822,0.98296714,-0.18034907,0.03535255,0.07896235,0.24074627,-0.96737075,0.16595343,0.95368516,0.25088647
4,-0.00000000,420.00000000,-10.00000000,5.06551396,419.66499475,-12.47205335,5.64647748,12.05599463,0.90377277,0.06773915,0.42261826,-0.07474188,0.99720291,-0.00000000,-0.42143616,-0.03158728,0.90630779,0.97221947,0.06634646,0.22447147,-0.06468505,0.99779662,-0.01475563,-0.22495587,-0.00017422,0.97436899,63.02130890,-132.45429993,1073.77612305,-0.97710305,0.20911503,0.03925001,0.00200256,0.19350490,-0.98109728,-0.21275724,-0.95855451,-0.18949300,134.13088989,50.46825790,714.40820312,0.97231472,-0.14382009,-0.18417339,-0.21013364,-0.19338234,-0.95835650,0.10221503,0.97052515,-0.21824995
4,-0.00000000,420.00000000,-10.00000000,5.52368945,420.89633413,-8.08571307,5.91430929,9.20432707,1.00000000,-0.00000000,0.00000000,0.00000000,0.90630779,0.42261826,-0.00000000,-0.42261826,0.90630779,0.98954648,0.07538817,-0.12294040,-0.03171573,0.94537656,0.32443375,0.14068345,-0.31714317,0.93788509,63.02980423,-132.44129944,1073.72485352,-0.97714096,0.20891185,0.03938724,0.00195339,0.19408631,-0.98098254,-0.21258339,-0.95848125,-0.19005777,136.08232117,59.90844727,716.13317871,0.96801108,-0.11134411,0.22484887,0.14223062,-0.49474379,-0.85732085,0.20670021,0.86187649,-0.46308094
4,0.00000000,420.00000000,-10.00000000,6.98669469,420.06713148,-11.25549794,7.09892135,2.03409428,0.90377277,-0.06773915,-0.42261826,0.07474188,0.99720291,-0.00000000,0.42143616,-0.03158728,0.90630779,0.89072927,0.00689137,-0.45448197,-0.00863115,0.99996123,-0.00175347,0.45445229,0.00548456,0.89075424,63.02318573,-132.45074463,1073.75488281,-0.97717911,0.20875104,0.03929311,0.00194311,0.19375797,-0.98104745,-0.21240802,-0.95858276,-0.18974186,140.96250916,50.63646317,715.34869385,0.85434699,-0.20222434,0.47874478,0.44578081,-0.18838322,-0.87509501,0.26715299,0.96104997,-0.07079691
5,-0.00000000,405.00000000,-115.00000000,16.00760741,414.53989546,-113.08687035,18.73267641,7.53839240,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99330424,0.02304449,-0.11320593,-0.03069367,0.99732771,-0.06629745,0.11137562,0.06932824,0.99135718,63.05491638,-132.41577148,1073.63342285,-0.97711939,0.20898639,0.03952658,0.00195808,0.19467096,-0.98086667,-0.21268246,-0.95834643,-0.19062598,136.58050537,45.39017105,727.32281494,0.97258914,-0.18865101,0.13594541,0.11327483,-0.12619410,-0.98551702,0.20307431,0.97390240,-0.10136560
5,40.00000000,405.00000000,-115.00000000,55.17604135,410.73310403,-114.21861780,16.24165235,7.29790321,0.98372585,0.17967595,-0.00000000,-0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97526927,0.18546931,-0.12021248,-0.19154761,0.98062448,-0.04105017,0.11026975,0.06306137,0.99189909,63.03234863,-132.44528198,1073.72729492,-0.97710097,0.20910893,0.03933409,0.00200459,0.19389984,-0.98101926,-0.21276677,-0.95847601,-0.18987890,102.09677124,45.98778152,720.44104004,0.98865348,-0.02631557,0.14789122,0.14336279,-0.12865031,-0.98127276,0.04484900,0.99134082,-0.12341789
5,-40.00000000,405.00000000,-115.00000000,-20.19776170,410.10962405,-115.86561558,20.46915216,8.02454949,0.98372585,-0.17967595,-0.00000000,0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97533856,-0.17573069,-0.13354154,0.17177590,0.98429613,-0.04067183,0.13859170,0.01672958,0.99020835,63.03551483,-132.43989563,1073.70214844,-0.97716910,0.20877351,0.03942259,0.00190855,0.19416836,-0.98096639,-0.21245441,-0.95849478,-0.19013378,170.23803711,46.77797318,736.04809570,0.91174483,-0.37787309,0.16103804,0.10073887,-0.17437261,-0.97951311,0.39821225,0.90928882,-0.12091682
5,0.00000000,435.00000000,-115.00000000,21.16361154,435.85737820,-117.21791910,21.29677713,9.61079812,1.00000000,0.00000000,-0.00000000,-0.00000000,1.00000000,-0.00000000,0.00000000,0.00000000,1.00000000,0.98542506,-0.03519553,-0.16642920,0.03345833,0.99935254,-0.01323123,0.16678711,0.00746995,0.98596459,63.02401733,-132.46185303,1073.76818848,-0.97714305,0.20892417,0.03926957,0.00196858,0.19361107,-0.98107636,-0.21257360,-0.95857471,-0.18959700,142.33004761,53.83172989,701.43096924,0.94936138,-0.24347332,0.19857922,0.15521310,-0.18608783,-0.97019595,0.27316999,0.95188868,-0.13887435
5,5.00000000,375.00000000,-115.00000000,15.03078179,385.60535067,-112.03894358,14.89489514,5.91349465,0.99965025,0.02644577,0.00000000,-0.02644577,0.99965025,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99587197,0.05563523,-0.07172045,-0.06093547,0.99539750,-0.07396442,0.06727533,0.07802941,0.99467858,63.06872940,-132.40866089,1073.56945801,-0.97717732,0.20869064,0.03965772,0.00190394,0.19528700,-0.98074430,-0.21241680,-0.95828557,-0.19122736,126.97643280,38.55501175,754.96594238,0.98319215,-0.15645912,0.09409460,0.07598372,-0.11796722,-0.99010617,0.16601123,0.98061424,-0.10409609
5,-0.00000000,425.00000000,-115.00000000,18.97494534,427.60894743,-116.17180388,19.18927518,8.51779689,1.00000000,0.00000000,0.00000000,-0.00000000,1.00000000,0.00000000,-0.00000000,-0.00000000,1.00000000,0.98910155,-0.02084652,-0.14575135,0.01718072,0.99950471,-0.02636488,0.14622880,0.02357342,0.98896990,63.02866745,-132.45751953,1073.72155762,-0.97713661,0.20894071,0.03934199,0.00196414,0.19390410,-0.98101854,-0.21260329,-0.95851183,-0.18988119,140.29492188,50.96948624,710.65661621,0.95714468,-0.23013456,0.17581834,0.13817900,-0.17064115,-0.97559631,0.25452027,0.95808125,-0.13152851
5,-0.00000000,420.00000000,-10.00000000,6.04608117,422.03121570,-12.08080006,6.70899871,5.15229107,1.00000000,0.00000000,0.00000000,0.00000000,0.90630779,-0.42261826,-0.00000000,0.42261826,0.90630779,0.99562699,0.02574679,-0.08980001,-0.06142389,0.90468428,-0.42163192,0.07038498,0.42530397,0.90230955,63.06404114,-132.41735840,1073.59375000,-0.97714686,0.20883955,0.03962387,0.00192982,0.19511609,-0.98077828,-0.21255654,-0.95828795,-0.19106010,136.95767212,36.23139954,724.58703613,0.98291260,-0.18062764,0.03544737,0.07909546,0.24056074,-0.96740603,0.16621302,0.95367926,0.25073701
5,-0.00000000,420.00000000,-10.00000000,4.75939958,419.69930791,-12.41278412,5.34451376,12.04490439,0.90377277,0.06773915,0.42261826,-0.07474188,0.99720291,-0.00000000,-0.42143616,-0.03158728,0.90630779,0.97244263,0.06239394,0.22463815,-0.06071021,0.99805156,-0.01440166,-0.22509903,0.00036694,0.97433585,63.02288055,-132.46685791,1073.77221680,-0.97716349,0.20882083,0.03931145,0.00190607,0.19361135,-0.98107648,-0.21248035,-0.95859718,-0.18958797,134.24092102,50.45377731,714.40490723,0.97176194,-0.14745930,-0.18421300,-0.21093871,-0.19299303,-0.95825809,0.10575224,0.97005641,-0.21864815
5,-0.00000000,420.00000000,-10.00000000,5.53524441,420.88428869,-8.15386107,5.90162064,9.18851298,1.00000000,-0.00000000,0.00000000,0.00000000,0.90630779,0.42261826,-0.00000000,-0.42261826,0.90630779,0.98955065,0.07547106,-0.12285610,-0.03177515,0.94526684,0.32474738,0.14064084,-0.31745021,0.93778751,63.02799988,-132.45787048,1073.72607422,-0.97713673,0.20893241,0.03938293,0.00193071,0.19394611,-0.98101026,-0.21260300,-0.95850515,-0.18991525,136.07502747,59.89787674,716.12902832,0.96802634,-0.11124922,0.22483028,0.14222224,-0.49489847,-0.85723293,0.20663466,0.86179990,-0.46325263
5,0.00000000,420.00000000,-10.00000000,6.96084139,420.04637657,-11.37069262,7.09466433,2.02722436,0.90377277,-0.06773915,-0.42261826,0.07474188,0.99720291,-0.00000000,0.42143616,-0.03158728,0.90630779,0.89077252,0.00689682,-0.45439715,-0.00833423,0.99996460,-0.00116046,0.45437306,0.00482075,0.89079848,63.02143478,-132.46711731,1073.74877930,-0.97720200,0.20865098,0.03925619,0.00192703,0.19360773,-0.98107713,-0.21230300,-0.95863485,-0.18959594,140.94284058,50.66142654,715.34216309,0.85436666,-0.20209324,0.47876501,0.44567204,-0.18888465,-0.87504232,0.26727149,0.96097916,-0.07130944
6,-0.00000000,405.00000000,-115.00000000,16.08861697,414.46064255,-113.07283495,18.76329711,7.53468222,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99326684,0.02294930,-0.11355307,-0.03054087,0.99738022,-0.06557327,0.11175074,0.06859976,0.99136567,63.05720139,-132.42971802,1073.61596680,-0.97709376,0.20910062,0.03955683,0.00198458,0.19482434,-0.98083615,-0.21280009,-0.95829034,-0.19077662,136.58581543,45.40448380,727.32141113,0.97248042,-0.18884280,0.13645586,0.11358805,-0.12707436,-0.98536789,0.20341967,0.97375071,-0.10212705
6,40.00000000,405.00000000,-115.00000000,55.23258863,410.90423936,-114.14977156,16.35893295,7.33394917,0.98372585,0.17967595,-0.00000000,-0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97526000,0.18545917,-0.12030332,-0.19172513,0.98051992,-0.04268746,0.11004302,0.06469653,0.99181898,63.03184509,-132.46128845,1073.72497559,-0.97707063,0.20924589,0.03935967,0.00200504,0.19389486,-0.98102027,-0.21290609,-0.95844716,-0.18986851,102.09820557,45.93823624,720.45153809,0.98868430,-0.02650949,0.14765033,0.14317352,-0.12702101,-0.98151261,0.04477410,0.99154574,-0.12178822
6,-40.00000000,405.00000000,-115.00000000,-20.19482344,410.10915582,-115.84069190,20.47083913,8.04661386,0.98372585,-0.17967595,-0.00000000,0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97527989,-0.17581290,-0.13386204,0.17181757,0.98427826,-0.04092699,0.13895298,0.01691541,0.99015451,63.03657913,-132.45292664,1073.67822266,-0.97718990,0.20868063,0.03939981,0.00192518,0.19422369,-0.98095536,-0.21235877,-0.95850378,-0.19019517,170.23432922,46.76357651,736.05816650,0.91170388,-0.37786886,0.16127986,0.10105804,-0.17423843,-0.97950411,0.39822522,0.90931630,-0.12066716
6,0.00000000,435.00000000,-115.00000000,21.08513826,435.79554851,-117.15038790,21.20943471,9.59866702,1.00000000,0.00000000,-0.00000000,-0.00000000,1.00000000,-0.00000000,0.00000000,0.00000000,1.00000000,0.98545098,-0.03528314,-0.16625692,0.03362807,0.99935298,-0.01276030,0.16659957,0.00698375,0.98599992,63.02674103,-132.47114563,1073.75231934,-0.97716677,0.20879704,0.03935556,0.00190444,0.19382511,-0.98103428,-0.21246514,-0.95855916,-0.18979710,142.32815552,53.82471848,701.44488525,0.94937193,-0.24341430,0.19860101,0.15504518,-0.18678120,-0.97008955,0.27322859,0.95176798,-0.13958462
6,5.00000000,375.00000000,-115.00000000,15.07957124,385.64600239,-112.04979700,14.95455854,5.92194185,0.99965025,0.02644577,0.00000000,-0.02644577,0.99965025,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99586890,0.05588285,-0.07156927,-0.06119473,0.99535547,-0.07431464,0.06708396,0.07838730,0.99466338,63.06531906,-132.41976929,1073.56713867,-0.97713548,0.20888835,0.03964686,0.00194339,0.19523720,-0.98075414,-0.21260867,-0.95825261,-0.19117916,126.98223877,38.54682159,754.96038818,0.98322207,-0.15642087,0.09384470,0.07580499,-0.11756036,-0.99016827,0.16591540,0.98066920,-0.10373046
6,-0.00000000,425.00000000,-115.00000000,18.81375863,427.62413188,-116.18562584,19.03284768,8.48781960,1.00000000,0.00000000,0.00000000,-0.00000000,1.00000000,0.00000000,-0.00000000,-0.00000000,1.00000000,0.98916982,-0.02135480,-0.14521363,0.01769780,0.99949399,-0.02642900,0.14570454,0.02357281,0.98904726,63.02738571,-132.47009277,1073.72155762,-0.97717816,0.20875067,0.03931949,0.00194599,0.19389078,-0.98102117,-0.21241251,-0.95855594,-0.18987207,140.30610657,50.95771790,710.65020752,0.95717168,-0.23043935,0.17527135,0.13758288,-0.17062570,-0.97568327,0.25474161,0.95801073,-0.13161358
6,-0.00000000,420.00000000,-10.00000000,6.12860622,422.00364131,-12.16504159,6.80160259,5.14331532,1.00000000,0.00000000,0.00000000,0.00000000,0.90630779,-0.42261826,-0.00000000,0.42261826,0.90630779,0.99562587,0.02631903,-0.08964634,-0.06184590,0.90484836,-0.42121793,0.07003029,0.42491971,0.90251810,63.06528473,-132.43177795,1073.58349609,-0.97710520,0.20904231,0.03958234,0.00198324,0.19498616,-0.98080397,-0.21274754,-0.95827019,-0.19093657,136.95909119,36.23464203,724.58215332,0.98298764,-0.18025444,0.03526532,0.07877052,0.24027786,-0.96750283,0.16592321,0.95382118,0.25038889
6,-0.00000000,420.00000000,-10.00000000,4.65545665,419.69761425,-12.43299780,5.26157695,12.05913131,0.90377277,0.06773915,0.42261826,-0.07474188,0.99720291,-0.00000000,-0.42143616,-0.03158728,0.90630779,0.97257489,0.06118137,0.22439895,-0.05945409,0.99812643,-0.01445277,-0.22486276,0.00071497,0.97439019,63.02094650,-132.48368835,1073.76428223,-0.97719777,0.20867601,0.03922789,0.00194582,0.19354187,-0.98109007,-0.21232221,-0.95864272,-0.18953472,134.27108765,50.43598175,714.40057373,0.97162557,-0.14852679,-0.18407483,-0.21099623,-0.19259685,-0.95832515,0.10688471,0.96997231,-0.21847062
6,-0.00000000,420.00000000,-10.00000000,5.46312522,420.88169952,-8.16807920,5.82915646,9.18345857,1.00000000,-0.00000000,0.00000000,0.00000000,0.90630779,0.42261826,-0.00000000,-0.42261826,0.90630779,0.98965098,0.07463550,-0.12255799,-0.03110265,0.94535653,0.32455157,0.14008406,-0.31738089,0.93789436,63.02773285,-132.47143555,1073.70959473,-0.97715706,0.20884328,0.03935179,0.00194133,0.19393300,-0.98101288,-0.21250954,-0.95852727,-0.18990843,136.09823608,59.89476013,716.12176514,0.96802747,-0.11201123,0.22444664,0.14153485,-0.49483544,-0.85738307,0.20710069,0.86173743,-0.46316081
6,0.00000000,420.00000000,-10.00000000,7.03607076,420.02718897,-11.39922672,7.17390175,2.03012107,0.90377277,-0.06773915,-0.42261826,0.07474188,0.99720291,-0.00000000,0.42143616,-0.03158728,0.90630779,0.89074618,0.00697101,-0.45444768,-0.00830778,0.99996500,-0.00094473,0.45442517,0.00461696,0.89077294,63.02121735,-132.47851562,1073.73645020,-0.97715634,0.20886195,0.03927078,0.00194569,0.19356908,-0.98108470,-0.21251287,-0.95859671,-0.18955363,140.94874573,50.65713882,715.34478760,0.85428780,-0.20222418,0.47885045,0.44570461,-0.18904625,-0.87499082,0.26746917,0.96091980,-0.07136766
7,-0.00000000,405.00000000,-115.00000000,16.02862968,414.27402024,-113.24432463,18.60125847,7.50789362,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-0.00000000,-0.00000000,0.00000000,1.00000000,0.99324395,0.02239924,-0.11386257,-0.02984277,0.99749753,-0.06409459,0.11214197,0.06705953,0.99142687,63.05295944,-132.44522095,1073.61694336,-0.97713697,0.20891362,0.03947647,0.00197681,0.19459414,-0.98088187,-0.21260147,-0.95837790,-0.19055812,136.59573364,45.43547821,727.32055664,0.97234303,-0.18915097,0.13700713,0.11384179,-0.12837398,-0.98517013,0.20393404,0.97352046,-0.10329025
7,40.00000000,405.00000000,-115.00000000,55.18949432,411.07333899,-114.09791643,16.38352645,7.38575563,0.98372585,0.17967595,-0.00000000,-0.17967595,0.98372585,0.00000000,0.00000000,-0.00000000,1.00000000,0.97557794,0.18343059,-0.12083396,-0.18985146,0.98083251,-0.04386360,0.11047196,0.06573287,0.99170315,63.03092194,-132.47232056,1073.71777344,-0.97707820,0.20921554,0.03933232,0.00202509,0.19388868,-0.98102146,-0.21287102,-0.95845503,-0.18986809,102.15998077,45.91209793,720.43267822,0.98859072,-0.02856479,0.14789326,0.14320977,-0.12605843,-0.98163140,0.04668329,0.99161148,-0.12052944
