Timestamp;Index;TrackingId;CoordX;CoordY;CoordZ;R[0,0];R[0,1];R[0,2];R[1,0];R[1,1];R[1,2];R[2,0];R[2,1];R[2,2];Registration;GeometryId;PresenceMask;Fid[0];Fid[1];Fid[2];Fid[3];
0x00000001311d7082;0;2660;150.4521;-51.0643;716.8218;-0.9607676;0.2296568;0.1555103;0.2186870;0.9721255;-0.0845464;-0.1705921;-0.0472213;-0.9842095;0.1572;99900;15;0;3;1;2
0x00000001311d937d;0;2661;150.4626;-51.0275;716.7609;-0.9608402;0.2294068;0.1554305;0.2184814;0.9721935;-0.0842955;-0.1704465;-0.0470358;-0.9842437;0.1563;99900;15;0;3;1;2
0x00000001311db679;0;2662;150.4579;-51.0109;716.7164;-0.9608680;0.2293350;0.1553643;0.2184344;0.9722153;-0.0841657;-0.1703497;-0.0469352;-0.9842652;0.1584;99900;15;0;3;1;2
0x00000001311dd974;0;2663;150.4412;-51.0246;716.6769;-0.9608637;0.2294554;0.1552134;0.2185613;0.9721857;-0.0841786;-0.1702115;-0.0469605;-0.9842879;0.1573;99900;15;0;3;1;2
0x00000001311dfc6f;0;2664;150.4186;-51.0650;716.6570;-0.9608201;0.2296955;0.1551284;0.2187772;0.9721215;-0.0843581;-0.1701803;-0.0471144;-0.9842860;0.1582;99900;15;0;3;1;2
0x00000001311e1f6a;0;2665;150.3999;-51.1185;716.6371;-0.9607523;0.2300615;0.1550056;0.2191068;0.9720238;-0.0846285;-0.1701389;-0.0473442;-0.9842821;0.1586;99900;15;0;3;1;2
0x00000001311e4266;0;2666;150.3904;-51.1726;716.6202;-0.9606563;0.2304991;0.1549501;0.2195044;0.9719099;-0.0849053;-0.1701682;-0.0475526;-0.9842670;0.1591;99900;15;0;3;1;2
0x00000001311e6561;0;2667;150.3847;-51.2168;716.6060;-0.9605016;0.2309544;0.1552313;0.2199309;0.9718032;-0.0850235;-0.1704908;-0.0475251;-0.9842125;0.1565;99900;15;0;3;1;2
0x00000001311e9405;0;2668;150.3788;-51.2557;716.5676;-0.9603598;0.2314390;0.1553867;0.2204082;0.9716923;-0.0850543;-0.1706729;-0.0474342;-0.9841853;0.1558;99900;15;0;3;1;2
0x00000001311eab57;0;2669;150.3784;-51.2625;716.5410;-0.9603005;0.2316023;0.1555098;0.2205826;0.9716604;-0.0849666;-0.1707812;-0.0472907;-0.9841735;0.1558;99900;15;0;3;1;2
0x00000001311ece53;0;2670;150.3864;-51.2595;716.4888;-0.9602500;0.2317218;0.1556434;0.2207238;0.9716418;-0.0848131;-0.1708826;-0.0470875;-0.9841656;0.1573;99900;15;0;3;1;2
0x00000001311ef14e;0;2671;150.4047;-51.2441;716.4359;-0.9602398;0.2316663;0.1557893;0.2206878;0.9716637;-0.0846559;-0.1709868;-0.0469092;-0.9841560;0.1582;99900;15;0;3;1;2
0x00000001311f1449;0;2672;150.4314;-51.2198;716.3782;-0.9602530;0.2314614;0.1560120;0.2205117;0.9717246;-0.0844149;-0.1711395;-0.0466572;-0.9841414;0.1548;99900;15;0;3;1;2
0x00000001311f3744;0;2673;150.4639;-51.1853;716.3219;-0.9602956;0.2311379;0.1562293;0.2202151;0.9718124;-0.0841782;-0.1712824;-0.0464319;-0.9841272;0.1572;99900;15;0;3;1;2
0x00000001311f5a40;0;2674;150.4943;-51.1434;716.2718;-0.9603437;0.2307982;0.1564358;0.2198945;0.9719014;-0.0839881;-0.1714245;-0.0462581;-0.9841107;0.1574;99900;15;0;3;1;2
0x00000001311f7d3b;0;2675;150.5164;-51.1021;716.2224;-0.9604088;0.2304681;0.1565229;0.2196058;0.9719912;-0.0837042;-0.1714300;-0.0460169;-0.9841210;0.1601;99900;15;0;3;1;2
0x00000001311fabdf;0;2676;150.5244;-51.0638;716.1738;-0.9604850;0.2300535;0.1566651;0.2192466;0.9721054;-0.0833193;-0.1714629;-0.0456787;-0.9841310;0.1576;99900;15;0;3;1;2
